hr_true,hr_pred,residual
74.95647586388816,76.273346,-1.3168700833774665
92.26429877252546,91.27879,0.9855054375645267
95.64456411982498,95.63792,0.006647554883571161
88.20673453406421,88.25287,-0.04613411827953939
99.59966168593178,98.50786,1.0918034095645908
69.44680851063829,72.446594,-2.9997857276429585
68.01771294607971,70.551544,-2.533831243373413
78.9873417721519,81.22946,-2.2421198977699817
91.34899912967798,86.57123,4.777771102334228
114.7012987012987,108.55795,6.143345820439322
86.62394257882595,88.23295,-1.6090057243967095
98.63858207038274,98.47522,0.16336234382023918
85.48796272327206,87.7214,-2.2334346766302815
85.09147127029117,82.712555,2.3789163386505408
76.85912240184757,77.52187,-0.6627510722735224
93.0032292787944,87.293495,5.709734100571737
102.79158699808796,102.68377,0.1078177720137461
71.3312693498452,68.32915,3.002122010978013
87.97708929966154,85.61128,2.3658069510287305
103.342776203966,103.04718,0.29559602818474673
80.92454112848402,78.09431,2.830234182683242
86.11212516297262,82.546265,3.5658605145351174
100.75801749271136,101.09907,-0.34105019527692093
73.73118837571354,74.12951,-0.3983205964544254
114.02969523313362,113.83336,0.19633646848518538
78.67612293144208,83.420334,-4.744210930862607
97.47223691168692,96.48291,0.9893267554369203
92.93978748524204,93.05131,-0.11152019298062044
91.06719367588931,90.38598,0.6812149771588452
85.20123839009288,88.771736,-3.570497754926649
93.27131782945736,91.33738,1.9339383738909532
72.3580214603507,90.307045,-17.949023522559457
99.35018050541515,99.104836,0.24534499516124697
84.48196469685341,87.58081,-3.09884585002159
95.48845470692716,95.801025,-0.31257068369784236
92.94396211523284,92.402954,0.5410080136703357
69.02458366375892,70.41757,-1.3929883577254571
70.66246056782335,71.110245,-0.44778418315321744
85.93286494925839,79.067604,6.865260884316982
71.31865216237729,68.93994,2.3787107561272904
81.55400155400156,84.3054,-2.7513954796898474
101.94690265486726,101.85374,0.09316577742585253
80.64106106659298,83.68745,-3.046385527645299
64.4700944386149,74.84987,-10.37977433579917
101.92037470725997,101.15584,0.7645366945646543
101.92037470725997,100.591965,1.3284099855802793
76.37791154148128,77.16937,-0.7914610171124679
104.84641638225256,103.10783,1.7385901493424
104.84641638225256,104.26183,0.5845831913345876
84.75382003395586,84.87141,-0.11758652121991986
88.1377151799687,86.5595,1.5782135320194755
74.46540880503144,78.20434,-3.7389292686990245
114.02969523313362,114.308105,-0.2784102356163771
97.47343565525384,97.67484,-0.201407179218819
95.64456411982498,95.91368,-0.2691169104484601
77.81761496492595,80.989456,-3.171841211831861
82.19263899765075,79.42948,2.7631574913030903
68.67964229352972,70.52438,-1.8447412513921506
99.35018050541515,99.57903,-0.22885239253406553
72.07507820646507,72.67396,-0.5988796182419662
84.41769170374248,80.239845,4.177846427863571
79.91462113127001,81.125374,-1.210752709062021
101.94690265486726,102.04536,-0.09845409562102247
82.62398320650748,81.68072,0.9432657382457563
70.05473025801408,68.18252,1.8722122526429814
89.83623602807383,85.761116,4.075120000241796
100.49725202826484,91.51218,8.985075514592964
70.91048986919724,77.601524,-6.691034483830109
76.71924290220821,80.86468,-4.145434526991011
104.84641638225256,104.80742,0.03899755901036883
119.00826446280992,75.23169,43.77657500968492
104.21711899791232,104.663414,-0.44629500355252105
93.27077008004416,94.80196,-1.5311937261081852
96.60377358490568,96.57668,0.02709054047208781
69.3498452012384,71.94408,-2.5942313368475425
102.4,101.26761,1.1323913574218807
88.79753340184995,89.170166,-0.3726326137750533
101.05263157894736,100.49999,0.552639208341887
112.43921568627452,108.08736,4.35185911889171
91.27334465195246,87.05093,4.2224184434563625
114.7012987012987,114.29827,0.4030275220994781
84.85097636176774,84.29936,0.5516141791505476
86.05042016806723,86.4284,-0.37797796425698493
109.59830866807611,109.309494,0.2888146495214272
116.93311582381727,112.06502,4.868098123621962
83.45500139314572,80.84755,2.607451954669159
110.40250914793518,110.079216,0.3232931445172085
90.40612124779284,90.925476,-0.5193548264259107
86.40502354788069,96.4917,-10.086675670869312
76.13879467779807,73.70335,2.435448425356668
111.53526970954356,112.18932,-0.6540537157494128
74.89720611491829,73.752174,1.1450317374768844
73.29798515376459,68.80399,4.493991928666929
89.3731816979635,85.6767,3.6964849206197528
101.05263157894736,101.44793,-0.39529780337686304
68.7995904786281,79.44726,-10.647667516977364
84.62179868969625,84.635315,-0.01351625171000137
102.4,104.544044,-2.1440444946289006
98.17547937245789,98.49327,-0.31779150156555147
98.63858207038274,97.874725,0.7638567285858642
110.40250914793518,98.54072,11.861791069321896
96.60377358490568,96.93376,-0.32998801177400594
101.40582524271844,101.92156,-0.5157369521057831
88.50707176532215,80.56944,7.937629016298715
103.7137069547603,104.405365,-0.6916580354740773
85.70983649104593,83.388885,2.320950992999059
